unix_time,value
1447986433.0,nan
1448807233.0,nan
1449628033.0,nan
1450448833.0,nan
1451269633.0,nan
1452090433.0,nan
1452911233.0,nan
1453732033.0,nan
1454552833.0,nan
1455373633.0,nan
1456194433.0,nan
1457015233.0,nan
1457836033.0,nan
1458656833.0,nan
1459477633.0,nan
1460298433.0,nan
1461119233.0,nan
1461940033.0,nan
1462760833.0,nan
1463581633.0,nan
1464402433.0,nan
1465223233.0,nan
1466044033.0,nan
1466864833.0,nan
1467685633.0,nan
1468506433.0,nan
1469327233.0,nan
1470148033.0,nan
1470968833.0,nan
1471789633.0,nan
1472610433.0,nan
1473431233.0,nan
1474252033.0,nan
1475072833.0,nan
1475893633.0,nan
1476714433.0,nan
1477535233.0,nan
1478356033.0,nan
1479176833.0,nan
1479997633.0,nan
1480818433.0,nan
1481639233.0,nan
1482460033.0,nan
1483280833.0,nan
1484101633.0,nan
1484922433.0,nan
1485743233.0,nan
1486564033.0,nan
1487384833.0,nan
1488205633.0,nan
1489026433.0,nan
1489847233.0,nan
1490668033.0,nan
1491488833.0,nan
1492309633.0,nan
1493130433.0,nan
1493951233.0,nan
1494772033.0,nan
1495592833.0,nan
1496413633.0,nan
1497234433.0,nan
1498055233.0,nan
1498876033.0,nan
1499696833.0,nan
1500517633.0,nan
1501338433.0,nan
1502159233.0,nan
1502980033.0,nan
1503800833.0,nan
1504621633.0,nan
1505442433.0,nan
1506263233.0,nan
1507084033.0,nan
1507904833.0,nan
1508725633.0,nan
1509546433.0,nan
1510367233.0,nan
1511188033.0,nan
1512008833.0,nan
1512829633.0,nan
1513650433.0,nan
1514471233.0,nan
1515292033.0,nan
1516112833.0,nan
1516933633.0,nan
1517754433.0,nan
1518575233.0,nan
1519396033.0,nan
1520216833.0,nan
1521037633.0,nan
1521858433.0,nan
1522679233.0,12.98204306377382
1523500033.0,8.0822513449015
1524320833.0,12.071670129975953
1525141633.0,13.561228264890891
1525962433.0,13.92082820828213
1526783233.0,13.604018477638801
1527604033.0,15.40570750593227
1528424833.0,16.516498553444368
1529245633.0,16.658665663406087
